team,orb_rate_off_gravity,orb_rate_def_gravity,orb_rate_off_avg,orb_rate_def_avg
Samford,1.1836171748802682,0.7170848210596638,22.282276272465406,23.594172301528275
San Diego,0.6382163045357809,0.9230481528657248,25.826070196407983,33.26173473858375
San Diego St.,-1.2661798517998468,-1.484167662480301,27.742714094691156,29.050263447152087
San Francisco,1.3623412297384194,1.1950166561103128,30.10558152947849,25.2067839146064
San Jose St.,-0.3767498570234658,0.8286477390353681,28.195556702525476,34.95915001744058
Santa Clara,1.3166634314446388,0.375467075190118,34.586025318697146,30.650209947378798
Seattle,0.8546187068327216,-0.5933398509725373,22.320290407133335,28.579222338231023
Seton Hall,1.1683918008891485,-0.5423088529807906,32.87419115126324,29.061777268927194
Siena,-0.29034303421455926,-1.8357716172396392,30.175761659988332,27.834129069816736
South Alabama,1.2159875275885705,0.917545073020088,21.769966239670513,29.568663738620945
South Carolina,0.47787144832951794,-0.3039371600260971,25.43490892553031,30.94023422337245
South Carolina St.,-0.7965886624103808,1.0944488088330573,28.907491307008968,36.20285599363907
South Dakota,1.3567415669016414,2.66662153199316,25.82330275454619,29.08173317688483
South Dakota St.,-0.46680982398184756,0.5200367929247179,28.623798727920338,23.178939029991692
South Florida,1.1151086555161487,1.0901174034261647,35.72921731206112,28.056159609345073
Southeast Missouri St.,-0.06683528504342898,0.5541049470905302,28.269762783834103,26.670150690888644
Southeastern Louisiana,1.2785175962210118,0.7146919234303729,26.924397769825706,29.120314193677604
Southern,-1.0197504958654384,1.1956053062371115,28.766537249366515,30.468162107248208
Southern Illinois,0.5829790342148543,0.6543565295486263,29.709391137164737,23.988519622726017
Southern Indiana,-1.3186656374446415,0.976857026444816,28.668932793865643,31.13602123949253
Southern Miss,0.7154469983648575,0.788789697493028,30.80720793728628,26.957213278261055
Southern Utah,0.6030052197504477,0.42349390536025294,26.607035906466937,30.86182796181442
St. Bonaventure,1.2029223266331115,0.9907350165336672,32.19072097537249,27.161030902573792
St. John's,1.2033779077916258,1.7587365734779155,33.329676267924896,26.220741254123364
St. Thomas,1.0460937688766603,0.4809326809347257,18.85516970114041,24.654948727296787
Stanford,2.19131830150095,1.5048850310380188,30.05067614622234,27.41877066448531
Stephen F. Austin,0.6928408010808661,0.9678242228444979,31.70502499641857,25.177703724372236
Stetson,1.179724447179143,1.1038462626644012,24.801754864683584,31.08319552187516
Stonehill,1.293925390008078,0.386778309179485,25.877731632468148,24.65049406734232
Stony Brook,1.0664863013038883,0.4546216425282653,24.602895867481234,29.39399385746375
Syracuse,-0.07886628008584903,0.1724737794514834,26.088904347732992,30.869030130584196
TCU,1.3027218689452682,2.68244911902194,32.15588966994462,26.892493596109926
Tarleton St.,-0.08868428535893931,0.7075373665768332,28.127345537496566,34.96062771624437
Temple,0.9646574488382007,1.3436755540157352,25.79120045810915,25.794650366262946
Tennessee,1.0721564997203006,1.7239260618379026,44.386279653950666,24.088528251984545
Tennessee Martin,0.72878917843596,1.159181856436196,34.94451466216568,29.80151885283299
Tennessee St.,0.5326261704415013,1.009496458351521,32.1164736895902,27.301054348129444
Tennessee Tech,-0.6820252156000374,0.760511343645193,28.81801137323189,30.23468316676948
Texas,1.1970960929052434,1.7510676040450617,34.5623999158116,24.095434420579725
Texas A&M,1.4615738574408979,-0.32363641436625584,29.705000104282426,30.034952197887552
Texas A&M Corpus Chris,-0.03930680461428157,0.9916769611995685,28.274125330460652,26.94669419486144
Texas Southern,2.280749169277437,2.321416746631251,26.93100159323424,29.308629696400743
Texas St.,0.6864354775906818,0.5444586322369386,32.084116284664454,25.066121765863883
Texas Tech,1.720164408778082,-2.746183855830472,31.875978760661283,28.623713554410003
The Citadel,1.137236909741864,2.0587968125733402,26.052439671577055,30.219101442100833
Toledo,0.7220490447294894,1.0832494667778474,27.59291260370012,32.72819837682237
Towson,1.012302359813376,0.8191168324848825,34.82058427631276,27.095762902207362
