player_name,team,conf,gp,min_per,o_rtg,usg,e_fg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,hometown,rec_rank,ast_tov,rim_made,rim_attempted,mid_made,mid_attempted,rim_pct,mid_pct,dunks_made,dunks_attempted,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,player_type,coag,dob
Riley Grigsby,Seattle,WAC,8,70.6,103.0,20.5,52.4,54.1,2.5,12.9,5.8,12.1,13,20,0.65,21,42,0.5,15,41,0.366,4.4,1.7,24.1,Jr,6-6,11.0,1.602085578804,101.74110011963,4.1,2022,65536,358,0.0,0.6,8,13,13,29,0.61538461538462,0.44827586206897,1,1,1.0,,91.518772054834,94.890651728552,3.1866017508526,46.434065899004,1.8005546831212,-0.45977039815309,2.2603250812743,3.6227204426496,28.25,1.3753859118281,2.2473345308214,0.75,3.5,4.25,0.75,0.875,1.25,12.5,,10.159413141615,
Jacob Eyman,Portland St.,BSky,7,27.7,68.0,9.3,20.0,25.4,7.7,13.3,1.6,17.5,3,8,0.375,2,10,0.2,0,0,0.0,8.1,0.0,80.0,So,6-10,32.0,-1.5947982170551,52.975877177714,4.0,2022,65537,358,0.0,0.33333333333333,1,6,1,4,0.16666666666667,0.25,0,1,0.0,,101.11701518855,103.17080819158,1.1916996244334,17.545035787281,-5.576895500184,-7.4979033545385,1.9210078543545,-7.1334246164143,14.428571428571,-6.1878586054844,-0.94556601092992,1.0,1.5714285714286,2.5714285714286,0.14285714285714,0.0,1.0,1.0,,0.0,
Quinton Johnson II,UT Rio Grande Valley,WAC,7,49.3,108.8,14.3,48.4,53.7,3.3,10.6,4.5,8.6,10,13,0.769,5,14,0.357,7,18,0.389,2.5,1.2,40.6,So,6-4,2.0,1.0608199332771,100.90499430421,4.3,2022,65539,358,0.0,1.0,2,5,3,9,0.4,0.33333333333333,0,0,0.0,,114.80513913515,119.65347669852,0.52978316967438,22.281036814195,-0.90016177924523,1.1528459633442,-2.0530077425895,-1.694183341153,19.714285714286,0.6841168503952,-2.3783001915482,0.57142857142857,1.8571428571429,2.4285714285714,0.42857142857143,0.42857142857143,0.42857142857143,5.8571428571429,,7.3228602705236,
Hugo Clarkin,Sacramento St.,BSky,9,27.5,76.0,11.3,38.2,38.2,2.6,13.6,3.5,16.5,0,0,0.0,5,16,0.313,1,1,1.0,7.2,0.6,0.0,Fr,7-0,32.0,-0.86738511060397,62.673611412701,4.4,2022,75094,358,0.0,0.66666666666667,4,6,1,10,0.66666666666667,0.1,2,2,1.0,,107.74354709026,109.57080245228,0.68045932862333,16.699177675513,-6.5852080296446,-7.6199256347315,1.0347176050869,-7.0375323565356,11.0,-6.3607325103008,-0.67679984623482,0.22222222222222,1.1111111111111,1.3333333333333,0.22222222222222,0.11111111111111,0.66666666666667,1.4444444444444,,0.62508808184393,
Luke Frampton,Western Kentucky,CUSA,7,75.6,110.7,11.9,53.0,55.8,1.8,5.7,4.3,12.2,6,6,1.0,4,8,0.5,15,42,0.357,0.4,1.9,12.0,Sr,6-5,14.0,1.1709631190755,95.158921469165,0.8,2022,65542,358,0.0,1.0,3,4,1,4,0.75,0.25,0,0,0.0,,106.25306224964,108.99623368894,2.2075133718627,34.30951029679,0.32533516475563,1.3913010024576,-1.0659658377019,-1.825870192197,34.571428571429,-0.59184666132058,-1.2340235308764,0.57142857142857,1.8571428571429,2.4285714285714,0.85714285714286,1.1428571428571,0.14285714285714,8.4285714285714,,10.175521872325,
David Azore,UT Arlington,SB,6,91.8,104.4,28.8,43.3,50.6,0.5,14.5,16.3,9.5,33,37,0.892,27,69,0.391,12,35,0.343,1.2,3.0,35.6,Sr,6-4,4.0,3.8083767776416,115.2746692859,2.0,2022,65543,358,0.0,1.4,16,26,11,43,0.61538461538462,0.25581395348837,0,0,0.0,,98.816861011229,101.79062640797,3.2641401981859,40.498778803235,0.53268950732652,1.7457400528454,-1.2130505455189,4.3323603763184,37.5,4.0247464516295,0.30761392468895,0.16666666666667,4.3333333333333,4.5,2.3333333333333,1.8333333333333,0.33333333333333,20.5,,9.5321461220419,
Tommy Murr,Lipscomb,ASun,7,40.4,111.9,19.3,50.0,58.4,0.0,16.0,15.7,13.5,13,14,0.929,8,15,0.533,5,16,0.313,1.0,0.5,45.2,Fr,6-1,14.0,1.2379867325105,107.4985784098,3.2,2022,73737,358,64.2,1.8,6,12,2,3,0.5,0.66666666666667,0,0,0.0,,102.95445120387,104.54996734969,1.2798418221721,19.642026488968,-3.2851474878624,-0.1431368917779,-3.1420105960845,-3.0137682223848,16.142857142857,-1.6977056578958,-1.316062564489,0.0,2.4285714285714,2.4285714285714,1.2857142857143,0.14285714285714,0.14285714285714,6.2857142857143,,8.2799109234445,
Jared Rodriguez,Idaho St.,BSky,8,62.5,109.8,21.8,54.8,57.2,6.0,21.9,3.3,15.3,10,12,0.833,16,32,0.5,16,41,0.39,0.6,2.1,16.4,Jr,6-8,22.0,1.8366602989134,106.58278771472,4.3,2022,65546,358,0.0,0.27272727272727,3,5,13,27,0.6,0.48148148148148,0,1,0.0,,105.80904162967,107.82115194457,1.6972355598992,38.205468264059,-3.4734584867614,-0.78141279625879,-2.6920456905026,0.018149379490047,25.375,1.3286119087978,-1.3104625293077,1.25,4.25,5.5,0.375,0.875,0.125,11.25,,12.466580417493,
Aaron Wheeler,St. John's,BE,9,63.9,102.4,20.3,51.7,52.4,2.3,23.2,11.9,11.4,10,18,0.556,25,48,0.521,13,38,0.342,4.1,1.4,20.9,Jr,6-9,1.0,2.0816565931932,108.87226254608,3.8,2022,65547,358,66.4,1.7,16,28,9,20,0.57142857142857,0.45,9,11,0.81818181818182,,96.433245607069,90.624516588482,3.2609796344466,51.059182249369,3.5125319041106,1.1534333641825,2.3590985399282,4.6830130507098,25.555555555556,2.7644472180769,1.9185658326329,0.55555555555556,5.5555555555556,6.1111111111111,1.8888888888889,0.66666666666667,1.0,11.0,,8.8173775623539,
Ileri Ayo-Faleye,Rhode Island,A10,1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-7,24.0,-0.3206100381415,-6.9969494715682,0.0,2022,73741,358,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,,112.7535352728,117.93783777413,0.03282632639893,0.095659202757753,-3.5946507872331,-3.1419295272091,-0.45272126002396,-5.9310880807859,1.0,-3.6948295404971,-2.2362585402887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
