player_name,team,conf,gp,min_per,o_rtg,usg,e_fg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,hometown,rec_rank,ast_tov,rim_made,rim_attempted,mid_made,mid_attempted,rim_pct,mid_pct,dunks_made,dunks_attempted,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,player_type,coag,dob
Riley Grigsby,Seattle,WAC,8,60.0,106.5,12.7,52.6,54.4,2.3,10.4,6.9,14.3,7,11,0.636,11,21,0.524,6,17,0.353,2.2,1.2,28.9,Fr,6-6,35.0,0.5228321714614,93.736312806973,3.4,2019,65536,353,0.0,1.1666666666667,5,11,6,10,0.45454545454545,0.6,0,0,0.0,,100.72705504276,100.78818751039,2.3876477032378,32.818323437362,0.9138722698295,-1.1584422341299,2.0723145039594,1.3159944858757,24.75,-0.90947989816506,2.2254743840407,0.5,2.25,2.75,0.875,0.5,0.5,5.875,,5.1706267120226,
Steve Harris,Austin Peay,OVC,7,72.5,102.8,21.2,48.0,48.6,7.3,9.7,11.4,17.3,6,11,0.545,31,66,0.47,3,8,0.375,2.9,0.3,14.9,Sr,6-4,23.0,1.3544239998548,100.91775431884,2.6,2019,40962,353,10.2,1.0,23,41,8,25,0.5609756097561,0.32,2,3,0.66666666666667,,118.49278146688,117.80895580498,1.1722743945951,28.355031305141,-2.3852620066382,-1.6998827637975,-0.68537924284069,-3.5096982478535,29.0,-0.70156547823728,-2.8081327696162,2.1428571428571,2.1428571428571,4.2857142857143,1.8571428571429,0.14285714285714,0.71428571428571,11.0,,2.2562652180388,
Quinton Johnson II,UT Rio Grande Valley,WAC,1,0.2,0.0,0.0,0.0,0.0,0.0,244.6,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Fr,6-4,2.0,-0.16233586443611,-6.1070309057364,0.0,2019,65539,353,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,,24.076631071814,28.049999288714,0.17594341704873,0.41897848507585,-40.724595579352,-29.88893456322,-10.835661016132,1.0276303146552,0.5,-15.69178590536,16.719416220015,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
Uche Dibiamaka,UT Rio Grande Valley,WAC,7,14.0,71.2,9.3,40.0,40.0,3.2,6.1,4.3,30.7,0,0,0.0,2,4,0.5,0,1,0.0,0.0,0.0,0.0,Fr,6-3,15.0,-0.56525807964807,58.441998902592,5.0,2019,65540,353,0.0,0.5,1,1,1,3,1.0,0.33333333333333,0,0,0.0,,117.92299659908,117.59676830099,0.23107113333264,4.5162283018412,-6.9964058001853,-5.9973798891643,-0.99902591102096,-9.3092326765821,5.7142857142857,-6.4005223464867,-2.9087103300954,0.14285714285714,0.28571428571429,0.42857142857143,0.14285714285714,0.0,0.0,0.57142857142857,,1.42548486507,
Jermaine Harris,Rhode Island,A10,10,36.1,82.0,19.5,37.1,46.3,5.6,14.6,5.1,27.0,13,15,0.867,13,34,0.382,0,1,0.0,4.0,2.4,42.9,Fr,6-8,0.0,-0.13853739459621,84.696876609914,8.5,2019,65541,353,83.8,0.30769230769231,7,18,6,16,0.38888888888889,0.375,1,2,0.5,,100.25532464603,100.80028095938,1.437735277594,28.843221522875,-3.7963483015844,-5.9535641702824,2.157215868698,-5.6561135973737,15.0,-7.3694745894761,1.7133609921024,0.7,1.8,2.5,0.4,0.6,0.5,3.9,,0.40496677360978,
Luke Frampton,Davidson,A10,8,80.9,104.4,12.6,43.3,44.8,1.5,10.7,14.2,7.7,5,8,0.625,0,3,0.0,15,49,0.306,2.8,1.4,15.4,Fr,6-5,34.0,0.90005469280834,95.470100513454,2.3,2019,65542,353,0.0,5.0,0,1,0,2,0.0,0.0,0,0,0.0,,101.89874286774,101.97812189248,3.0871585504451,42.72669076574,2.2276821545294,0.9155257606217,1.3121563939077,1.3855711967829,32.375,0.48536360783098,0.90020758895195,0.375,3.0,3.375,2.5,0.75,0.75,6.25,,11.891109669666,
David Azore,UT Arlington,SB,8,61.8,85.6,23.3,35.5,46.8,3.0,18.2,11.6,26.1,28,35,0.8,15,43,0.349,3,12,0.25,0.0,1.4,63.6,Fr,6-4,4.0,0.008342310951779,87.55553443766,2.2,2019,65543,353,0.0,0.61904761904762,9,18,6,25,0.5,0.24,0,0,0.0,,102.51356284881,101.04954965831,2.4375748412426,37.328036310722,-6.3267809555421,-6.4800886299572,0.15330767441503,-5.8149339375167,25.5,-4.9337579174277,-0.88117602008901,0.625,4.125,4.75,1.625,0.625,0.0,8.375,,3.4762624196739,
Andre Ball,Pepperdine,WCC,5,29.7,87.6,14.5,39.6,40.9,5.2,12.5,4.1,12.9,1,1,1.0,5,11,0.455,3,13,0.231,5.2,0.0,4.2,Fr,6-7,10.0,-0.27584783099081,83.274358713271,2.5,2019,65544,353,0.0,0.66666666666667,5,7,0,4,0.71428571428571,0.0,2,3,0.66666666666667,,116.26981701226,114.02205047166,1.0177125133601,13.184379432175,-3.8243304942951,-3.1160183175809,-0.70831217671421,-4.5432003994921,19.0,-1.6941391276243,-2.8490612718678,0.8,1.8,2.6,0.4,0.0,0.8,4.0,,8.1231347429639,
Luqman Lundy,Bradley,MVC,8,56.6,108.8,13.1,55.4,57.6,2.7,12.3,21.2,21.9,4,5,0.8,11,15,0.733,3,13,0.231,1.3,1.8,17.9,Sr,6-3,2.0,0.97042924932201,99.819087075454,2.4,2019,51884,353,0.0,2.25,10,14,1,1,0.71428571428571,1.0,2,2,1.0,,97.514604814582,99.297824880004,2.367861894065,31.273160073475,1.4491091502282,-0.025144389332153,1.4742535395603,1.0070629330495,22.625,-1.3952279664775,2.402290899527,0.5,2.5,3.0,2.25,0.625,0.25,4.375,,4.6318614090722,
Jared Rodriguez,Idaho,BSky,8,69.4,109.1,28.6,47.8,55.7,10.2,18.1,13.3,12.7,33,35,0.943,32,73,0.438,8,19,0.421,3.3,0.8,38.0,Fr,6-8,20.0,2.5294206750863,113.72640525274,4.7,2019,65546,353,0.0,0.85714285714286,17,32,15,41,0.53125,0.36585365853659,0,0,0.0,,113.9605067165,117.46505061762,1.1548608161164,39.943343690463,-1.6435063696591,1.1187172534791,-2.7622236231382,-1.1896415802132,27.75,1.573276378611,-2.7629179588242,2.375,4.5,6.875,1.5,0.375,0.75,15.125,,4.9451965730934,
