team,efg_off_gravity,efg_def_gravity,efg_off_avg,efg_def_avg
Presbyterian,1.325372939663939,-0.7372219875954418,51.02881901248721,51.34729478853826
Princeton,0.9079086714570377,-0.014997818510415331,50.04362625567348,52.29900583501178
Providence,1.3221955910435599,0.14411869242841918,55.03739890389366,51.55037120515734
Purdue,1.2858840365320978,-1.216688927780572,58.133556704609575,52.77470221051257
Purdue Fort Wayne,-0.2223172653492122,0.9441920604962039,52.709505055697946,56.496384670403515
Queens,0.5103057127703643,1.0621300059689973,56.71420603809554,54.29871000534293
Quinnipiac,1.0260530090686946,0.1838172398564393,48.222707782393506,49.03315850254168
Radford,-0.6356088259904924,1.467814325920965,51.83873554547584,53.24670391355773
Rhode Island,0.743140042182669,0.8166040888593294,50.04768313490666,50.87574967993509
Rice,0.9053361952550097,-0.5300545748643161,48.76206591515997,51.415358542819106
Richmond,0.9307947887155741,-0.23895866709361915,53.10602435447097,51.8013945537739
Rider,0.980489357731873,1.4218533282081138,42.73175200592025,55.359326534039646
Robert Morris,0.29187763764180147,0.6586308084654551,55.16489810809841,50.51022811948338
Rutgers,0.6639160056797783,0.07415526322082126,47.51208603609348,53.34825160786346
SIU Edwardsville,1.3748642217727842,0.42647288407716555,49.6848538154883,46.11607627197233
SMU,1.3154629524459478,-1.2677683698537205,55.826081031218266,51.98321678794651
Sacramento St.,1.0587667837903112,0.7348868946820836,47.2885451231619,54.97088656147184
Sacred Heart,-0.15102400778984487,1.9961232342784556,51.92559297221029,53.766371110000534
Saint Francis,1.2385339732470224,1.187434157838381,49.227449371823056,58.992247362922164
Saint Joseph's,0.8386084121127547,0.9403032074858345,49.56234217152338,47.46741147990901
Saint Louis,1.01595266810894,0.956871525392444,60.25559094669155,44.97847787400806
Saint Mary's,1.6161328366061025,1.2541798693703003,53.01083108376902,46.74545355088403
Saint Peter's,1.079914190876941,0.2644981976897728,46.67821434461327,48.29809911326987
Sam Houston St.,1.0040635225236454,0.34013050583748045,53.37816309083717,51.235671183488556
Samford,-0.02817063635775731,1.071860845046227,53.457880431932935,52.36596072457926
San Diego,-0.4938700896882487,0.9293184337953619,51.28431778151104,54.92322224315769
San Diego St.,1.2849731206015258,1.5428546932433822,53.486544506766734,48.60744968825551
San Francisco,0.09633159149460009,1.1405618128546569,51.595566408109335,51.074843289717336
San Jose St.,0.6827521747117689,0.7679744874386627,49.49662323205681,57.81003173645475
Santa Clara,1.489557659426972,0.380940901190739,54.8351524079845,51.51009848453848
Seattle,0.6695464932652649,1.18842312587892,49.81587469626853,48.486274147633544
Seton Hall,0.6412341197561294,1.181775803227354,48.0919174664442,47.656441439825095
Siena,1.2033950538383695,0.11265289989795949,50.923349228728426,48.79808290356603
South Alabama,-0.024369920093137383,-0.34178415661238004,52.64288979518381,50.21117896537571
South Carolina,0.010378673918475901,2.190299665811496,50.42268748128501,50.9614401841369
South Carolina St.,1.2317656827224936,1.8192711394157737,46.715891395560355,54.13994362222483
South Dakota,1.7820651380142474,1.2446736364614035,50.08783538068931,54.43265833733349
South Dakota St.,-0.4838978140022997,0.5661917307318747,51.8935681140718,51.861117441167536
South Florida,-0.1485871878001832,0.9062879537890823,51.06271858828514,49.17460264970641
Southeast Missouri St.,1.1176419876861312,0.24344125001495212,50.084889035341845,49.03939327362562
Southeastern Louisiana,1.1344680509130978,1.837645497666766,47.000628317455806,52.53410494027881
