team,three_pt_rate_off_gravity,three_pt_rate_def_gravity,three_pt_rate_off_avg,three_pt_rate_def_avg
Valparaiso,1.0591953613722764,1.421349344080727,36.791406561909106,36.8259729815986
Vanderbilt,0.8018692930706591,1.0471033292863283,43.79971865952601,38.34046568576137
Vermont,1.255325412234501,0.13786906456514342,44.74717793719834,41.140896447456456
Villanova,1.2689103305808704,1.2817271639246621,45.776171748817355,36.96038931800581
Virginia,0.9116196830590197,1.1573673953719317,47.01558400200957,37.286405465825496
Virginia Tech,-0.26591187195206295,1.7006863232173668,39.86343733238373,39.329176184012596
Wagner,1.0003779628399587,0.32002263160766264,36.28859639667524,35.70224426929371
Wake Forest,0.9850292957474085,0.840122896850032,43.836347014974756,46.95646095265808
Washington,1.1316450606882302,0.9413784793554009,34.37582562743475,37.81189341581698
Washington St.,1.0498213066424154,0.6570563475180712,44.83336784690537,37.05051332997417
Weber St.,0.6915251326548578,0.6209863033699118,32.971875474594036,38.9310201214236
West Georgia,1.2449786452780451,2.305880010005237,33.03443523808338,36.98863282072019
West Virginia,0.9781262088505803,-0.13134185152806552,43.02298283817797,38.48697850903409
Western Carolina,0.5548364579120781,0.14537875697648728,41.03557055321942,43.7294843407389
Western Illinois,0.8330351055764497,0.461441772418889,33.33604416377119,34.74114500892732
Western Kentucky,0.26922955890134503,0.8135114972748596,39.33688766359764,43.02093188558598
Western Michigan,0.758721128743543,1.392130938721577,36.05199032462969,43.49455551133569
Wichita St.,1.0012856056889887,1.046708628284549,33.65339551346345,33.358056755027064
William & Mary,1.1344135990908097,1.106560976396807,42.50925969029545,45.36868783741262
Winthrop,1.2649581548885005,0.9102285802799407,44.38336432426983,42.62222089546458
Wisconsin,0.9373705369947413,-0.05362687799630777,51.95879871232265,40.15389738070439
Wofford,0.7288210444539984,2.6184412378344306,43.23718855363047,37.880486130806396
Wright St.,1.0072999400476081,1.348501630174895,33.522701427667805,34.13983168156233
Wyoming,0.5431930329154251,0.867122575006556,43.83969718767158,35.81790245319164
Xavier,2.339103710303801,1.1602688225071494,40.403927922687004,35.56610339006432
Yale,0.9242185842782239,0.5820284456655684,35.95365082976086,44.700959213304635
Youngstown St.,0.9887083157188451,0.9695101328124461,49.3157252935997,34.32689517535778
