team,three_pt_rate_off_gravity,three_pt_rate_def_gravity,three_pt_rate_off_avg,three_pt_rate_def_avg
Bowling Green,1.2589679470844362,1.1893652072333158,34.56956989854039,42.127218480504574
Bradley,0.9897310350064373,-0.4390888906710543,40.58605539439851,39.84494829003221
Brown,0.5666780155751894,0.29432005562172464,36.42427813380234,43.58121023004926
Bryant,1.1642185254835058,1.018370378947487,47.904190623025194,35.913069216617984
Bucknell,1.059446781822194,0.5692168185269207,42.89748070013403,45.334799118240646
Buffalo,0.7135314223746186,1.1478640076383062,45.17691535471237,42.23368465303027
Butler,0.4454470597825618,1.1437984803555274,35.27497639047671,37.39447321933354
Cal Baptist,0.7381232384114422,0.4721020437420019,31.83721077806046,31.86841986977852
Cal Poly,1.019590747825394,1.6189707713602084,53.046305634143216,41.126458362539424
Cal St. Bakersfield,1.0994217147059695,0.6053715291008602,28.957094808679305,39.01653655218499
Cal St. Fullerton,0.9552562737974013,1.119270499826393,43.13566938436825,46.93487246895959
Cal St. Northridge,1.0150309488015066,0.9302480066955532,33.29014533547446,48.7495003156947
California,0.8617655617267015,1.2759603327006905,42.40073589668782,41.066002832925925
Campbell,1.3752283237520604,0.9896946397383753,36.74174291623479,29.886580743621042
Canisius,0.04310150533262972,1.0864584140811038,39.258095913429614,44.10331397230156
Central Arkansas,0.9258908308434363,0.972815915135521,48.64251559603371,51.94295297898078
Central Connecticut,0.9898985407033175,-1.597403204922909,34.800254802898316,39.13142613164273
Central Michigan,1.362491313525114,1.7213841102910343,34.09617195773414,38.44536882025207
Charleston,1.1352839109100472,0.844932419969005,38.2610779264146,43.67097402161485
Charleston Southern,1.0152703628940398,1.0512529605962935,49.69212098719085,31.081958101170674
Charlotte,1.0591093923057124,1.162827321130327,44.622337839332886,40.48090773462221
Chattanooga,0.9582956675874461,0.6981713748076225,49.171628931058464,44.12456440791631
Chicago St.,0.9040069856154692,1.0337385672417534,30.906090784392227,50.54977477020859
Cincinnati,0.9741991355799551,0.7813882456949349,43.72218186991445,40.47212514494194
Clemson,0.7744932486933161,0.5149318065769285,42.9321112068665,42.27686535605502
Cleveland St.,1.0758493186525944,0.9260647919019345,50.80338038808333,44.00965814185058
Coastal Carolina,0.7105241379624736,1.1295812389898312,43.270232406937964,35.625110146246
Colgate,0.7399568488116539,-0.20054080915874617,34.967411589891,41.530331682034586
Colorado,0.8954514212527751,1.05692710839404,35.01348759717649,35.978970490192324
Colorado St.,0.8818479909323345,0.906455624290493,48.63490060683802,43.96623248346706
Columbia,0.7257332230871906,1.594647710875317,37.44185786969179,35.77250064997986
Connecticut,2.6859246398038628,1.1404111486343211,40.067779669509555,35.90791192041511
