team,ft_rate_off_gravity,ft_rate_def_gravity,ft_rate_off_avg,ft_rate_def_avg
Houston Christian,-3.288330413815866,0.6570691405160886,36.50518270304667,31.410440740015257
Howard,0.4073774677788403,0.8992192036875883,43.40919312617469,39.43867045895473
IU Indy,1.0930673174078844,1.0842665568900995,21.76370814601049,47.12653139301447
Idaho,1.3784452474355364,1.2811249876873716,34.031157518393115,39.683605974136995
Idaho St.,0.47204778409168485,1.642178670890243,38.731908601435265,38.28713053755369
Illinois,-0.05324347923584334,1.0702774266994206,33.64929769820807,19.800661781688422
Illinois Chicago,1.459838322340857,0.2760791280272267,37.125800531833896,34.88998212294706
Illinois St.,0.6447720492678757,0.45445781679411884,32.65377485057193,34.220722280626184
Incarnate Word,3.3174414915124157,1.1754920030962714,34.82850195931777,42.86921205947238
Indiana,-1.899285142760838,0.31937244938515946,34.85140392981171,37.79784076448876
Indiana St.,0.84223456654894,0.9202566173410275,27.433084497392542,28.917958779126923
Iona,0.9691542510436117,0.6629859890562955,29.8807086325559,29.495994162649872
Iowa,-2.4088612092478474,0.8130274825018402,35.419609563206755,39.456605262111616
Iowa St.,-2.1068250371261072,0.9094641065827954,35.43340381963791,28.931259923959946
Jackson St.,-1.576616809570216,0.962011336962107,37.69477126747121,43.01836263639456
Jacksonville,1.0830403552742498,1.2984088691495919,33.164905088333946,43.60869782294212
Jacksonville St.,0.735170113409947,1.339025420691136,44.68245606146388,39.30106608780288
James Madison,-1.0674707195506627,1.0948090966066015,36.49407424599511,41.556725637204764
Kansas,0.2716798913860943,1.1699211798565785,32.28617559908888,27.98016789944389
Kansas St.,0.6067960983754492,1.2304729401031567,27.128992647486044,35.43331670857779
Kennesaw St.,0.7232816431856541,1.07463678367828,45.03900316976143,48.99171747080307
Kent St.,1.007312704357216,1.12943550382362,45.489712222717486,39.98645716763295
Kentucky,1.4809303779942646,-0.7536993513491063,38.48392589059241,37.3749943712925
LIU,2.1906643084986626,-1.8510548592743319,35.50688455909143,34.652024311248034
LSU,0.9539037631125086,0.05936130287444358,42.034012032420875,38.43666264138405
La Salle,1.4810977969178476,1.3706076606075321,38.881902332581134,32.747469006179195
Lafayette,0.9634387945108521,0.36809537997991715,32.733173342525376,31.13482534974479
Lamar,1.4342335883401844,1.1411842881345875,28.7514525175653,45.0510014732977
Le Moyne,0.5391542965500171,-0.6222550685319262,40.343156011496546,33.25172629506853
Lehigh,1.1405503838701956,-0.17657586695436112,32.23935719760056,33.22788389302217
Liberty,2.158021440000709,1.0471096751591626,33.16029043049232,25.895151136857482
Lindenwood,0.2349938368918286,1.6048940904531521,39.01205179350301,38.35517312358499
Lipscomb,1.1602348307281174,0.6850603238826947,26.405365980539838,29.66215281872921
Little Rock,1.195858332058795,0.5944339203567854,27.944596494977205,33.27278538121947
Long Beach St.,0.9315836366039142,0.968920353300165,31.345772195838418,43.291430298207835
Longwood,0.5708863963015172,0.9455045817786703,41.92621689186124,43.08358425767645
Louisiana,1.297974235158334,0.9564195454085977,29.047667261352327,47.07143329582594
Louisiana Monroe,0.4622294291294436,0.8342859793551789,39.89588986246479,28.38422004861143
Louisiana Tech,2.4068132042457306,-0.16296417463131976,34.03350090492638,35.80277208195545
Louisville,0.01687103371323931,1.2918926487590858,34.12282962434823,34.321102386608835
Loyola Chicago,0.17978359437011623,1.2529683499289226,35.348348469615715,34.32136300591508
