team,to_rate_off_gravity,to_rate_def_gravity,to_rate_off_avg,to_rate_def_avg
Tulsa,0.9870033103392694,0.32554605109426554,14.175330278737011,14.636463557915906
UAB,1.117898422705163,0.1928367113273593,12.118583481447018,15.074187365425036
UC Davis,0.7627965912628966,0.8039133315463458,17.368176489196582,18.895486452246843
UC Irvine,0.4616515739477746,0.6720789170877127,16.58351498460097,17.870997257068392
UC Riverside,0.6378691951353291,0.9867413103522051,18.07948535212354,14.699461434965505
UC San Diego,0.46509190217716023,-0.07489118532090551,15.445248747628513,16.054944279152863
UC Santa Barbara,0.7537099634182596,-0.05436509732409789,17.95362488610485,16.291808561131884
UCF,0.832056620838448,0.25484138124237166,15.293496475443037,14.731486916740915
UCLA,0.9571786511379597,1.2611790160962755,12.497191449359049,16.961998318870723
UMBC,0.6588807134099911,1.5991893820056122,13.190168875254654,14.414551955165534
UMKC,1.0254755703975207,0.0006884930500808079,17.30599610681978,15.77302727345391
UMass Lowell,1.4408549636996397,1.1956338872487149,16.8255527532928,13.629925628874549
UNC Asheville,0.04492822255104852,0.8157023750043778,15.736729916619941,14.385444086985304
UNC Greensboro,0.3121595470271843,0.8060762126363958,14.308820215081335,12.997079070243421
UNC Wilmington,0.8904449168942377,1.087329992515014,13.546160018025677,13.848034046339531
UNLV,-0.03279694190110255,0.7530229056075499,15.831741023641525,16.80160861585797
USC,0.570954958403087,-0.2678477668687917,16.62658476130558,15.235369319776146
USC Upstate,1.083666496499433,0.31967379156933773,17.278699964770837,15.593470911149165
UT Arlington,0.7096111644750577,0.03954441492805924,20.017220494390102,16.827076654062346
UT Rio Grande Valley,0.10756575490253575,0.30620946934966287,16.49195151406154,15.437977159945605
UTEP,-0.02364548253264657,1.0989784354447878,15.894818687915242,16.993538302213917
UTSA,0.08396526434688893,0.6070896271124059,16.193320856425316,13.889584962607156
Utah,0.8122074010881195,0.7224697102724021,15.270170009027858,12.652315783592439
Utah St.,1.0541735007574684,1.0316985968046442,14.634302390170413,18.83161078489557
Utah Tech,-0.41678662193167926,0.680980696847561,16.558522727402693,15.610105192449629
Utah Valley,0.7644850042264886,0.7649183325692732,19.241477431539266,20.36283013735905
VCU,1.154849520277071,0.029690628354685757,14.763721553806015,15.822421152914082
VMI,0.3178329541456929,0.43215119014404896,14.106734969384211,14.76734816114288
Valparaiso,0.9853410139667271,0.12810084177820075,14.435398564366317,15.901404054506841
Vanderbilt,0.9380810806286536,1.412023210342675,12.514576361872013,16.87134579499399
