team,efficiency_off_gravity,efficiency_def_gravity,efficiency_off_avg,efficiency_def_avg
Texas A&M,1.2467600540184491,3.743512227432932,117.0408703966478,107.81490932645063
Texas A&M Corpus Chris,1.1536925713980686,0.39827767075559845,102.16753534862627,103.42337246060654
Texas Southern,2.157663139339785,3.2013607570461535,104.15494091096993,110.99671016700401
Texas St.,2.0036729488322744,-0.7536855513788981,105.16941382153136,105.4239060161276
Texas Tech,1.6476822906433717,4.47175812440076,118.67158102891666,105.75134343868395
The Citadel,1.7034973351860458,1.2107241015856218,101.71342764647903,119.76208845399842
Toledo,0.7713850453589657,1.0984718394239485,114.18372039669735,111.65523071303302
Towson,0.9518723177413015,0.8824383258340693,103.39081740248187,103.5466440696429
Troy,0.36238319124304796,-0.19605081547825237,111.38014683016776,105.4520842461217
Tulane,0.33704319492057344,1.4190107200765736,104.50333999975167,109.15130849545416
Tulsa,1.0635944029116438,0.6875417000687156,121.85506161839218,105.57579573962859
UAB,0.4620582666776326,0.868784058561217,108.24606851411639,102.89445943630854
UC Davis,0.6736709295583113,-0.6071762076314129,106.26223571024057,106.50471594754896
UC Irvine,1.052621429045641,0.8423844657341633,103.22011792759248,95.40555559823981
UC Riverside,0.9210760347924193,1.3737262390066378,100.46249023969135,111.46865080844836
UC San Diego,0.7351079015762768,0.6341805316851964,107.01363994188019,100.54038904373333
UC Santa Barbara,1.0266126222413217,-2.336361791360532,113.04189820458552,107.5916448924407
UCF,1.8807567279080932,-0.8368331116652403,114.50932437984748,110.62065571850775
UCLA,1.5568464639632278,4.123007764254384,116.91080003557117,106.5126030122486
UMBC,-0.1889305775234142,-0.368530194187251,112.84281989686066,101.08065504520745
