player_name,team,conf,gp,min_per,o_rtg,usg,e_fg,ts_per,orb_per,drb_per,ast_per,to_per,ftm,fta,ft_per,two_pm,two_pa,two_p_per,tpm,tpa,tp_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,hometown,rec_rank,ast_tov,rim_made,rim_attempted,mid_made,mid_attempted,rim_pct,mid_pct,dunks_made,dunks_attempted,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,player_type,coag,dob
Emanual Shepherd,Southern,SWAC,9,66.9,94.7,16.2,46.7,47.4,7.6,15.8,6.9,19.0,9,18,0.5,28,59,0.475,0,1,0.0,3.6,1.0,30.0,Sr,6-8,2.0,-0.4156123590481,83.325678378203,3.3,2018,49152,351,0.0,0.61538461538462,18,29,10,29,0.62068965517241,0.3448275862069,7,8,0.875,,98.68847196543,109.63574041687,1.873503961151,45.918717693874,-3.1736771169066,-3.8075649640418,0.63388784713525,-3.6189678208096,26.777777777778,-3.1865802828537,-0.43238753795597,2.0,4.0,6.0,0.88888888888889,0.44444444444444,1.0,7.2222222222222,,0.23804287031618,
Shay'rone Jett,Prairie View A&M,SWAC,6,9.8,80.5,16.2,45.5,41.8,7.8,16.8,0.0,17.0,0,2,0.0,5,9,0.556,0,2,0.0,2.6,2.8,18.2,Sr,6-8,21.0,-0.36904914310769,71.180682666631,7.0,2018,49153,351,0.0,0.0,4,5,1,4,0.8,0.25,1,1,1.0,,94.963317639109,108.76492881118,0.46711420472957,8.8499840160757,-10.623169041197,-7.4346686050316,-3.1885004361659,-5.7329921544541,6.6666666666667,-6.6606013751315,0.92760922067736,0.5,1.0,1.5,0.0,0.33333333333333,0.16666666666667,1.6666666666667,,2.7424981106759,
Steve Harris,Austin Peay,OVC,7,42.1,86.8,22.2,51.5,53.0,1.9,4.7,15.3,29.0,6,10,0.6,17,32,0.531,0,1,0.0,6.3,1.5,30.3,Jr,6-4,23.0,0.071521738723319,89.02124278755,6.1,2018,40962,351,10.2,0.69230769230769,5,6,9,20,0.83333333333333,0.45,0,0,0.0,,110.94739873063,112.74482358478,0.99754434795741,19.586422993508,-4.0022392826828,-5.4984826170988,1.496243334416,-4.0259245271869,16.857142857143,-4.2156408173484,0.18971629016153,0.28571428571429,0.57142857142857,0.85714285714286,1.2857142857143,0.42857142857143,0.85714285714286,5.7142857142857,,0.49450493825069,
Luqman Lundy Jr.,Bradley,MVC,7,17.9,37.3,10.6,11.1,15.1,0.0,7.8,3.7,11.8,1,2,0.5,1,4,0.25,0,5,0.0,0.0,2.5,22.2,Jr,6-3,2.0,-1.3834053035459,31.983906330651,5.6,2018,51884,351,0.0,1.0,1,4,0,0,0.25,0.0,0,0,0.0,,109.20369723578,108.1118239842,0.53752048741857,7.6445317420722,-5.7236477695161,-6.1300622262584,0.40641445674229,-11.728128589277,7.1428571428571,-11.241756101671,-0.48637248760579,0.0,0.42857142857143,0.42857142857143,0.14285714285714,0.28571428571429,0.0,0.42857142857143,,6.2125945889251,
James Beck,Oakland,Horz,7,27.5,72.5,15.8,25.0,32.8,7.6,24.0,2.3,20.0,5,8,0.625,4,16,0.25,0,0,0.0,2.8,0.0,50.0,Fr,6-7,22.0,-0.85335554300935,65.441821563854,4.7,2018,51885,351,0.0,0.25,2,8,1,6,0.25,0.16666666666667,0,0,0.0,,104.57299017735,110.48340902719,0.73725814953363,13.447997185461,-11.029873787502,-8.4034776755056,-2.626396111996,-10.973470621503,11.0,-8.0306712071736,-2.942799414329,0.71428571428571,2.2857142857143,3.0,0.14285714285714,0.0,0.28571428571429,1.8571428571429,,0.0,
Jordan Chatman,Boston College,ACC,10,97.0,118.7,14.6,51.3,54.4,1.4,10.7,9.9,7.8,16,17,0.941,17,36,0.472,28,79,0.354,0.0,1.3,14.8,Jr,6-5,25.0,3.9146376406786,116.87424212152,2.2,2018,49173,351,0.0,2.75,7,14,10,22,0.5,0.45454545454545,0,1,0.0,,111.40792826146,105.23508167287,3.3071243654863,65.249912416634,2.7258967868193,3.3168377076098,-0.59094092079055,1.9819091375387,38.8,2.0646565779157,-0.082747440376946,0.5,3.7,4.2,2.2,0.9,0.0,13.4,,11.2393947565,
Lawson Korita,Tulsa,Amer,7,41.1,110.9,10.8,47.5,51.3,5.5,5.2,4.7,15.0,3,3,1.0,2,8,0.25,5,12,0.417,0.0,1.1,15.0,So,6-5,5.0,0.66112159438135,99.395700711703,1.0,2018,49178,351,9.8,1.0,1,6,1,2,0.16666666666667,0.5,0,0,0.0,,106.54588670103,107.59645234028,1.2656769859926,16.64747162841,0.26718069428072,0.19967204208596,0.067508652194766,-1.0185795819826,16.428571428571,0.11419966292229,-1.1327792449049,0.71428571428571,0.71428571428571,1.4285714285714,0.42857142857143,0.28571428571429,0.0,3.1428571428571,,6.4849831622276,
Joel Hernandez,LIU,NEC,8,85.6,117.6,28.7,55.7,58.5,6.1,5.3,11.9,12.2,33,46,0.717,51,94,0.543,15,38,0.395,1.8,2.1,34.8,Sr,6-3,0.0,4.5112535910558,125.75686765974,3.1,2018,32796,351,0.0,0.82352941176471,31,46,20,42,0.67391304347826,0.47619047619048,4,4,1.0,,110.06562059597,116.77191272093,1.5481808410338,41.730815503791,-1.1226206325123,1.9625274301357,-3.085148062648,2.7861857236974,34.25,4.9867286291815,-2.2005429054841,1.75,1.875,3.625,1.75,1.25,0.625,22.5,,7.8202295079858,
Payton Willis,Vanderbilt,SEC,8,54.4,108.9,14.3,48.7,51.4,1.4,10.6,15.0,14.7,5,6,0.833,2,5,0.4,11,33,0.333,0.6,1.4,15.8,So,6-4,1.0,1.4153379718303,106.55155840429,3.0,2018,49181,351,70.4,2.3333333333333,2,3,0,2,0.66666666666667,0.0,0,0,0.0,,120.93808319415,112.5391778298,1.3026064210775,23.190878688825,1.3733770193071,2.4024338001872,-1.0290567808801,0.2206885742776,21.75,1.1095504155694,-0.88886184129176,0.25,1.75,2.0,1.75,0.5,0.125,5.25,,11.599364307273,
Martins Igbanu,Tulsa,Amer,7,53.9,112.9,21.5,65.4,67.1,7.6,15.7,7.4,23.0,16,23,0.696,24,37,0.649,1,2,0.5,0.8,1.2,59.0,So,6-8,1.0,2.3015288175807,118.54590384964,3.2,2018,49182,351,10.4,0.41666666666667,21,30,3,6,0.7,0.5,0,0,0.0,,100.77851038463,101.77220843777,2.0978502088423,27.930204154869,0.55327848862392,0.023388375877325,0.5298901127466,2.1790248687786,21.571428571429,1.0999788016409,1.0790460671377,1.2857142857143,2.8571428571429,4.1428571428571,0.71428571428571,0.42857142857143,0.14285714285714,9.5714285714286,,0.82415834250944,
