team,tempo_gravity,avg_pace,efficiency_off_gravity,efficiency_def_gravity,efg_off_gravity,efg_def_gravity,three_pt_rate_off_gravity,three_pt_rate_def_gravity,ft_rate_off_gravity,ft_rate_def_gravity,to_rate_off_gravity,to_rate_def_gravity,orb_rate_off_gravity,orb_rate_def_gravity
Fairleigh Dickinson,0.7837671481929186,64.8648275862069,1.3534012907151407,2.524628912176165,1.264263088447952,1.5378533671589643,1.0309793586373235,1.803558210992804,1.948412268404435,3.384356336205715,0.9314649369004336,0.9176100223233298,0.5387725347373116,0.5556951683220878
Florida,0.6713714819202571,73.02903225806452,1.4037871155987984,1.8450495146368477,1.569011638102208,1.5026449400408028,0.7435648984218736,1.2742432329401232,1.5785798323067552,2.1946547259674416,0.4069999812927685,0.10144532437866527,1.1191913435037157,1.5622052963265955
Florida A&M,0.252266014324099,70.91851851851851,1.5289076015032823,-2.953894028674609,1.588343267707115,-0.49950898346961525,0.896689154902685,0.29779888875453464,-1.7826392440050565,0.9241851802523618,0.8723110476400616,0.5300510126351904,-1.2691170529066302,-0.40046675850780594
Florida Atlantic,1.0185406064811457,71.8855172413793,1.728762477732212,1.3280778426302025,1.222735615447456,0.5894037083185916,0.7725634264367631,0.6192657240779483,0.535827275903706,0.580471162404449,0.857832098291197,0.2775020648948156,1.2342844702508355,1.4915332338471208
Florida Gulf Coast,0.6190341620114204,70.7325,-3.2236397207154215,1.805028489411825,-1.0053811907503054,1.0828482241474633,1.5035239790207968,0.5203100957777453,1.0704454447953586,1.8127426560137208,-0.031238218415328343,0.4115746761799248,-0.0021730559013908007,0.5457775320614805
Florida St.,0.8701910888339099,72.48129032258065,2.493379214035676,3.958197480259226,0.9612553244177324,-0.5534394870341883,0.9277903796264795,1.0136833761663608,0.35331224201457406,1.3516034563766157,1.2231839614222597,1.0916853838696583,1.82320712313754,0.38321289417551324
Fordham,0.8256375078100117,65.05214285714285,0.9202172299851422,0.7360319287697239,1.0220062321798666,0.7668128483016007,0.6524468004552587,0.7188052742038303,0.9409697469750469,1.0581975008588533,0.015406654497291958,0.0940503648003496,1.0103607283111589,0.9581072971857623
Fresno St.,0.6220891778600434,69.57199999999999,0.47459954260768933,2.4192448094082386,0.4995310259258062,-0.3410554928337883,0.0950711457795146,1.367238599342203,1.9423469273779483,1.265737435108823,0.4634888454117272,0.8691184987366181,0.6228407038441243,-0.2763260781860322
Furman,0.8355945093844804,67.63419354838709,-0.5936185609777366,-0.44889259810596926,0.4427250677865991,0.6623268869233905,0.9168940879894828,-0.3628419342764752,0.7761903356503644,1.0249809537288213,1.4435431146361395,0.7034295390161059,-0.008186088708918763,0.22306115127769455
Gardner Webb,0.7127868402167505,70.99266666666666,0.9589843537180318,1.0469998358670771,0.9992032912591476,1.048101654480642,0.4480817773680506,0.2651730942122927,1.319194866107514,0.639452747233747,0.8995040974206536,0.7552138347304579,0.9568207996007779,0.9160233705396593
